SYSTEMNAME;NAME;DESCRIPTION;UNIT;DATATYPE;SIZE_1;MAINNR;BLOCKNR;BLOCKCNT;SUBBLNR;WGNR;WGIND;UPDATEDBY;QUANTITYGROUP;COMMENT;NORMCODE
Sbv_ar22;Sbv_ar22;SBV: ADV22 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3306
Sbv_ar23;Sbv_ar23;SBV: ADV23 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3307
Sbv_ar24;Sbv_ar24;SBV: ADV24 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3308
Sbv_ar25;Sbv_ar25;SBV: ADV25 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3309
Sbv_ar26;Sbv_ar26;SBV: ADV26 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3310
Sbv_ar27;Sbv_ar27;SBV: ADV27 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3311
Sbv_ar28;Sbv_ar28;SBV: ADV28 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3312
Sbv_ar29;Sbv_ar29;SBV: ADV29 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3313
Sbv_ar30;Sbv_ar30;SBV: ADV30 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3314
Sbv_ar31;Sbv_ar31;SBV: ADV31 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3315
Sbv_ar32;Sbv_ar32;SBV: ADV32 ramp time;-;Real;2;0;0;0;0;0;0;A;3;Common;3316
RECDBERR;RECDBERR;Recoder storage problem DB full;-;Real;0;0;0;0;0;0;0;A;3;Common;3317
Ev1_Sum;Ev1_Sum;Eventcounter1 actual amount;-;Real;2;0;0;0;0;0;0;A;3;Common;3318
Ev2_Sum;Ev2_Sum;Eventcounter2 actual amount;-;Real;2;0;0;0;0;0;0;A;3;Common;3319
Ev3_Sum;Ev3_Sum;Eventcounter3 actual amount;-;Real;2;0;0;0;0;0;0;A;3;Common;3320
Ev4_Sum;Ev4_Sum;Eventcounter4 actual amount;-;Real;2;0;0;0;0;0;0;A;3;Common;3321
Ev1_Time;Ev1_Time;Eventcounter1 actual counter;-;Real;2;0;0;0;0;0;0;A;3;Common;3322
Ev2_Time;Ev2_Time;Eventcounter2 actual counter;-;Real;2;0;0;0;0;0;0;A;3;Common;3323
Ev3_Time;Ev3_Time;Eventcounter3 actual counter;-;Real;2;0;0;0;0;0;0;A;3;Common;3324
Ev4_Time;Ev4_Time;Eventcounter4 actual counter;-;Real;2;0;0;0;0;0;0;A;3;Common;3325
StartEv1;StartEv1;Start Eventcounter1;-;Real;0;0;0;0;0;0;0;A;3;Common;3326
StartEv2;StartEv2;Start Eventcounter2;-;Real;0;0;0;0;0;0;0;A;3;Common;3327
StartEv3;StartEv3;Start Eventcounter3;-;Real;0;0;0;0;0;0;0;A;3;Common;3328
StartEv4;StartEv4;Start Eventcounter4;-;Real;0;0;0;0;0;0;0;A;3;Common;3329
ResetEv1;ResetEv1;Reset Eventcounter1;-;Real;0;0;0;0;0;0;0;A;3;Common;3330
ResetEv2;ResetEv2;Reset Eventcounter2;-;Real;0;0;0;0;0;0;0;A;3;Common;3331
ResetEv3;ResetEv3;Reset Eventcounter3;-;Real;0;0;0;0;0;0;0;A;3;Common;3332
ResetEv4;ResetEv4;Reset Eventcounter4;-;Real;0;0;0;0;0;0;0;A;3;Common;3333
Set_Ev1;Set_Ev1;Start value of Eventcounter1;-;Real;2;0;0;0;0;0;0;A;3;Common;3334
Set_Ev2;Set_Ev2;Start value of Eventcounter2;-;Real;2;0;0;0;0;0;0;A;3;Common;3335
Set_Ev3;Set_Ev3;Start value of Eventcounter3;-;Real;2;0;0;0;0;0;0;A;3;Common;3336
Set_Ev4;Set_Ev4;Start value of Eventcounter4;-;Real;2;0;0;0;0;0;0;A;3;Common;3337
SetTime1;SetTime1;Start value of time Event1;-;Real;2;0;0;0;0;0;0;A;3;Common;3338
SetTime2;SetTime2;Start value of time Event2;-;Real;2;0;0;0;0;0;0;A;3;Common;3339
SetTime3;SetTime3;Start value of time Event3;-;Real;2;0;0;0;0;0;0;A;3;Common;3340
SetTime4;SetTime4;Start value of time Event4;-;Real;2;0;0;0;0;0;0;A;3;Common;3341
Ev1_In;Ev1_In;EventInput 1 FFS Counter IN;-;Real;2;0;0;0;0;0;0;A;3;Common;3342
Ev2_In;Ev2_In;EventInput 2 FFS Counter IN;-;Real;2;0;0;0;0;0;0;A;3;Common;3343
Ev3_In;Ev3_In;EventInput 3 FFS Counter IN;-;Real;2;0;0;0;0;0;0;A;3;Common;3344
Ev4_In;Ev4_In;EventInput 4 FFS Counter IN;-;Real;2;0;0;0;0;0;0;A;3;Common;3345
QcNOK;QcNOK;Quality Check failed whole cycle;-;Real;0;0;0;0;0;0;0;A;3;Common;3346
QcCnt;QcCnt;QualCheck counter actual violat.;-;Real;0;0;0;0;0;0;0;A;3;Common;3347
QcCnt15;QcCnt15;QualCheck violations less 15 sec;-;Real;0;0;0;0;0;0;0;A;3;Common;3348
QcCntAct;QcCntAct;QualCheck flag for checking once;-;Real;0;0;0;0;0;0;0;A;3;Common;3349
QcEnable;QcEnable;QualCheck flag enabled formula;-;Real;0;0;0;0;0;0;0;A;3;Common;3350
QcVioHi;QcVioHi;QualCheck indicator upper viol.;-;Real;0;0;0;0;0;0;0;A;3;Common;3351
QcVioLo;QcVioLo;QualCheck indicator lower viol.;-;Real;0;0;0;0;0;0;0;A;3;Common;3352
QcVioCnt;QcVioCnt;QualCheck counter overall viol.;-;Real;0;0;0;0;0;0;0;A;3;Common;3353
QcVioTim;QcVioTim;QualCheck violation time;s;Real;1;0;0;0;0;0;0;A;3;Common;3354
QcVioTyp;QcVioTyp;QualCheck type (0..ECE 1..FTP);-;Real;0;0;0;0;0;0;0;A;3;Common;3355
AUTO_SHUT_TIME;ABLTIMER;Automatic shutdown time;min;Real;2;0;0;0;0;0;0;A;3;Common;3356
AUTO_SHUT_COUNT;ABLCOUNT;Automatic shutdown counter;min;Real;2;0;0;0;0;0;0;A;3;Common;3357
POW_OFF;POW_OFF;ODM PowerOff timer;hh.mm;Real;4;0;0;0;0;0;0;A;3;Common;3358
LIBR3359;NTESTIMV;ECU: Vxx_doc_esti_mv_temp;°C;Real;1;0;0;0;0;0;0;A;3;Common;3359
H_ESSAI;H_ESSAI;TIME: Compteur heures d'essai;h.min;Real;4;0;0;0;0;0;0;A;3;Common;3360
TMP_F_DA;TMP_F_DA;TIME: Compteur fct. DA;h.min;Real;4;0;0;0;0;0;0;A;3;Common;3361
TMP_F_CC;TMP_F_CC;TIME: Compteur fct. Comp. Clim.;h.min;Real;4;0;0;0;0;0;0;A;3;Common;3362
TMP_F_AL;TMP_F_AL;TIME: Compteur fct.Charg.Altern.;h.min;Real;4;0;0;0;0;0;0;A;3;Common;3363
H_BANC;H_BANC;TIME: Compteur heures banc;h.min;Real;4;0;0;0;0;0;0;A;3;Common;3364
STPWATCH;NO;FDV: Conc. NO Sec Baie 1;ppm;Real;0;0;0;0;0;0;0;A;3;Common;3365
TIDLEDLG;NO_2;FDV: Conc. NO Sec Baie 2;ppm;Real;0;0;0;0;0;0;0;A;3;Common;3366
TMR_COND;TMR_COND;TIME: Timer condition;-;Real;4;0;0;0;0;0;0;A;3;Common;3367
Trx_subi;Trx_subi;ETP Index of active sub routine;-;Real;0;0;0;0;0;0;0;A;3;Common;3368
LIBR3369;P_ECAR;FDV: Pr. entrée filtre carburant;mbar;Real;1;0;0;0;0;0;0;A;3;Common;3369
LIBR3370;COHCMGS;FDV: Calcul du rapport CO/HC;-;Real;2;0;0;0;0;0;0;A;3;Common;3370
LIBR3371;COEQ;FDV: CO Equivalent mdl therm.;g/s;Real;0;0;0;0;0;0;0;A;3;Common;3371
LIBR3372;COEQ_BP;FDV: CO Equivalent en EGR BP;g/s;Real;0;0;0;0;0;0;0;A;3;Common;3372
LIBR3373;BSV_EMTV;FDV: Rapport MAP/PRS;-;Real;2;0;0;0;0;0;0;A;3;Common;3373
LIBR3374;BSV_ITP;FDV: Rapport MAP/SPG;-;Real;2;0;0;0;0;0;0;A;3;Common;3374
LIBR3375;DENS;FDV: Densite gaz collecteur adm;g/cm3;Real;1;0;0;0;0;0;0;A;3;Common;3375
LIBR3376;QMOT;FDV: Débit air-systèm moteur;kg/h;Real;1;0;0;0;0;0;0;A;3;Common;3376
LIBR3377;ETA;FDV: Rendement remplissage;-;Real;1;0;0;0;0;0;0;A;3;Common;3377
LIBR3378;TRQ_DIFF;FDV: Ecart couple banc/soft;Nm;Real;1;0;0;0;0;0;0;A;3;Common;3378
LIBR3379;TMP_BAI2;SURV: Temporaire BAIE 2;ppm;Real;0;0;0;0;0;0;0;A;3;Common;3379
LIBR3380;TMP_BTSA;SURV: Temporaire BTSA;%;Real;5;0;0;0;0;0;0;A;3;Common;3380
LIBR3381;CMP_BTSA;SURV: Compteur défaut BTSA;-;Real;0;0;0;0;0;0;0;A;3;Common;3381
LIBR3382;TMP_PCS;SURV: Temporaire SPCS;-;Real;2;0;0;0;0;0;0;A;3;Common;3382
LIBR3383;CMP_PCS;SURV: Compteur défaut SPCS;-;Real;0;0;0;0;0;0;0;A;3;Common;3383
LIBR3384;CMP_OPA;SURV: Compteur défaut OPA 439;-;Real;0;0;0;0;0;0;0;A;3;Common;3384
LIBR3385;DQED;FDV: Delta QE ECU et Mesure;mg/str;Real;3;0;0;0;0;0;0;A;3;Common;3385
LIBR3386;DQAD;FDV: Delta QA ECU et Mesure;mg/str;Real;3;0;0;0;0;0;0;A;3;Common;3386
LIBR3387;CBCMWAKE;CAN: Status BCM;-;Real;0;0;0;0;0;0;0;A;3;Common;3387
LIBR3388;CCLUTCMA;CAN: Sensor clutch max;-;Real;0;0;0;0;0;0;0;A;3;Common;3388
LIBR3389;CBCMSTRT;CAN: Engine Setpoint for startup;-;Real;0;0;0;0;0;0;0;A;3;Common;3389
LIBR3390;CSOCBAT;CAN: Battery charge state;-;Real;0;0;0;0;0;0;0;A;3;Common;3390
LIBR3391;CVEHSTAT;CAN: Vehicle state (Stop&Start);-;Real;0;0;0;0;0;0;0;A;3;Common;3391
LIBR3392;CSTPAUTO;CAN: Request automatic stop;-;Real;0;0;0;0;0;0;0;A;3;Common;3392
LIBR3393;CBCMIGNI;CAN: Req. ignition X98 SentByHFM;-;Real;0;0;0;0;0;0;0;A;3;Common;3393
LIBR3394;CBRASTAT;CAN: Brake pedal State;-;Real;0;0;0;0;0;0;0;A;3;Common;3394
LIBR3395;CWHSPEED;CAN: Speed wheels;-;Real;0;0;0;0;0;0;0;A;3;Common;3395
LIBR3396;CCLUTCMI;CAN: Sensor clutch min;-;Real;0;0;0;0;0;0;0;A;3;Common;3396
LIBR3397;CVEHSTEX;CAN: Etat vehicule étendu X95;-;Real;0;0;0;0;0;0;0;A;3;Common;3397
LIBR3398;CNEUTRCO;CAN: Emission reception N gear;-;Real;0;0;0;0;0;0;0;A;3;Common;3398
LIBR3399;CTPPRHEA;CAN: Time for preheating;-;Real;0;0;0;0;0;0;0;A;3;Common;3399
LIBR3400;Utn_AV;KRZ: PID KRATZER Utn_AV;-;Real;2;0;0;0;0;0;0;A;3;Common;3400
LIBR3401;HC_EGRHP;FDV:Débit massique HC en EGR HP;mg/s;Real;2;0;0;0;0;0;0;A;3;Common;3401
LIBR3402;QEGRBP;FDV: Débit EGR BP calculé;kg/h;Real;2;0;0;0;0;0;0;A;3;Common;3402
LIBR3403;IO_EGRHP;FDV:Débit mass.particules EGR HP;mg/s;Real;2;0;0;0;0;0;0;A;3;Common;3403
LIBR3404;HC_EGRBP;FDV:Débit massique HC en EGR BP;mg/s;Real;2;0;0;0;0;0;0;A;3;Common;3404
LIBR3405;MKp_AV;KRZ: PID KRATZER MKp_AV;-;Real;2;0;0;0;0;0;0;A;3;Common;3405
LIBR3406;MTn_AV;KRZ: PID KRATZER MTn_AV;-;Real;2;0;0;0;0;0;0;A;3;Common;3406
LIBR3407;DtUR_AV;KRZ: PID KRATZER DtUR_AV;-;Real;2;0;0;0;0;0;0;A;3;Common;3407
LIBR3408;DtIR_AV;KRZ: PID KRATZER DtIR_AV;-;Real;2;0;0;0;0;0;0;A;3;Common;3408
LIBR3409;Ikp_SP;KRZ: PID KRATZER Ikp_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3409
LIBR3410;Itn_SP;KRZ: PID KRATZER Itn_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3410
LIBR3411;Ukp_SP;KRZ: PID KRATZER Ukp_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3411
LIBR3412;Utn_SP;KRZ: PID KRATZER Utn_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3412
LIBR3413;MKp_SP;KRZ: PID KRATZER MKp_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3413
LIBR3414;MTn_SP;KRZ: PID KRATZER MTn_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3414
LIBR3415;DtUR_SP;KRZ: PID KRATZER DtUR_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3415
LIBR3416;DtIR_SP;KRZ: PID KRATZER DtIR_SP;-;Real;2;0;0;0;0;0;0;A;3;Common;3416
LIBR3417;KRATZERR;KRZ:Error VES pour KRATZER ERROR;-;Real;0;0;0;0;0;0;0;A;3;Common;3417
LIBR3418;DCACTIV;ELEC:Lecture Etat DCDC Activatio;-;Real;1;0;0;0;0;0;0;A;3;Common;3418
LIBR3419;DCSTATE;ELEC: Consigne Etat DCDC State;-;Real;1;0;0;0;0;0;0;A;3;Common;3419
LIBR3420;STA_CLU;ELEC: Feedback Clutch Max Trave;-;Real;1;0;0;0;0;0;0;A;3;Common;3420
LIBR3421;STA_ENG;ELEC: Feedback Engine State;-;Real;1;0;0;0;0;0;0;A;3;Common;3421
LIBR3422;NEUTRAL;ELEC: Neutral Contact;-;Real;1;0;0;0;0;0;0;A;3;Common;3422
LIBR3423;PCOL_MOY;ART: P_COL moyenné;mbar;Real;2;0;0;0;0;0;0;A;3;Common;3423
LIBR3424;QEGRKGH;FDV: Débit EGR en Kg/h;kg/h;Real;2;0;0;0;0;0;0;A;3;Common;3424
LIBR3425;FAPCM;FDV: Estimation chargement FAPCM;%;Real;1;0;0;0;0;0;0;A;3;Common;3425
LIBR3426;CMP_GLOB;SURV: Compteur global SURV;-;Real;0;0;0;0;0;0;0;A;3;Common;3426
LIBR3427;SECUFAP1;FAP: Sécu gradient emballement;°C;Real;1;0;0;0;0;0;0;A;3;Common;3427
LIBR3428;STA_EAUM;PID: Retour d'état PID EAUM;-;Real;0;0;0;0;0;0;0;A;3;Common;3428
LIBR3429;I_MARASS;GF: Retour Information assécheur;-;Real;0;0;0;0;0;0;0;A;3;Common;3429
LIBR3430;I_MARGF;GF: Retour Information Cryostat;-;Real;0;0;0;0;0;0;0;A;3;Common;3430
LIBR3431;T_INTERM;GF: Temp entre les 2 échangeurs;°C;Real;1;0;0;0;0;0;0;A;3;Common;3431
LIBR3432;STA_AIR4;GF: Retour d'état PID AIR4;-;Real;0;0;0;0;0;0;0;A;3;Common;3432
LIBR3433;T_SGCMAX;FDV: Température max EGR HP;°C;Real;1;0;0;0;0;0;0;A;3;Common;3433
LIBR3434;SECU_001;SURV:Boole déclenchement sécu 1;-;Real;0;0;0;0;0;0;0;A;3;Common;3434
LIBR3435;SECU_002;SURV:Boole déclenchement sécu 2;-;Real;0;0;0;0;0;0;0;A;3;Common;3435
LIBR3436;SECU_003;SURV:Boole déclenchement sécu 3;-;Real;0;0;0;0;0;0;0;A;3;Common;3436
LIBR3437;SECU_004;SURV:Boole déclenchement sécu 4;-;Real;0;0;0;0;0;0;0;A;3;Common;3437
LIBR3438;SECU_005;SURV:Boole déclenchement sécu 5;-;Real;0;0;0;0;0;0;0;A;3;Common;3438
LIBR3439;SECU_006;SURV:Boole déclenchement sécu 6;-;Real;0;0;0;0;0;0;0;A;3;Common;3439
LIBR3440;SECU_007;SURV:Boole déclenchement sécu 7;-;Real;0;0;0;0;0;0;0;A;3;Common;3440
LIBR3441;SECU_008;SURV:Boole déclenchement sécu 8;-;Real;0;0;0;0;0;0;0;A;3;Common;3441
LIBR3442;SECU_009;SURV:Boole déclenchement sécu 9;-;Real;0;0;0;0;0;0;0;A;3;Common;3442
LIBR3443;SECU_010;SURV:Boole déclenchement sécu 10;-;Real;0;0;0;0;0;0;0;A;3;Common;3443
LIBR3444;SECU_011;SURV:Boole déclenchement sécu 11;-;Real;0;0;0;0;0;0;0;A;3;Common;3444
LIBR3445;SECU_012;SURV:Boole déclenchement sécu 12;-;Real;0;0;0;0;0;0;0;A;3;Common;3445
LIBR3446;SECU_013;SURV:Boole déclenchement sécu 13;-;Real;0;0;0;0;0;0;0;A;3;Common;3446
LIBR3447;SECU_014;SURV:Boole déclenchement sécu 14;-;Real;0;0;0;0;0;0;0;A;3;Common;3447
LIBR3448;SECU_015;SURV:Boole déclenchement sécu 15;-;Real;0;0;0;0;0;0;0;A;3;Common;3448
LIBR3449;SECU_016;SURV:Boole déclenchement sécu 16;-;Real;0;0;0;0;0;0;0;A;3;Common;3449
LIBR3450;SECU_017;SURV:Boole déclenchement sécu 17;-;Real;0;0;0;0;0;0;0;A;3;Common;3450
LIBR3451;SECU_018;SURV:Boole déclenchement sécu 18;-;Real;0;0;0;0;0;0;0;A;3;Common;3451
LIBR3452;SECU_019;SURV:Boole déclenchement sécu 19;-;Real;0;0;0;0;0;0;0;A;3;Common;3452
LIBR3453;SECU_020;SURV:Boole déclenchement sécu 20;-;Real;0;0;0;0;0;0;0;A;3;Common;3453
LIBR3454;SECU_021;SURV:Boole déclenchement sécu 21;-;Real;0;0;0;0;0;0;0;A;3;Common;3454
LIBR3455;SECU_022;SURV:Boole déclenchement sécu 22;-;Real;0;0;0;0;0;0;0;A;3;Common;3455
LIBR3456;SECU_023;SURV:Boole déclenchement sécu 23;-;Real;0;0;0;0;0;0;0;A;3;Common;3456
LIBR3457;SECU_024;SURV:Boole déclenchement sécu 24;-;Real;0;0;0;0;0;0;0;A;3;Common;3457
LIBR3458;SECU_025;SURV:Boole déclenchement sécu 25;-;Real;0;0;0;0;0;0;0;A;3;Common;3458
LIBR3459;SECU_026;SURV:Boole déclenchement sécu 26;-;Real;0;0;0;0;0;0;0;A;3;Common;3459
LIBR3460;SECU_027;SURV:Boole déclenchement sécu 27;-;Real;0;0;0;0;0;0;0;A;3;Common;3460
LIBR3461;SECU_028;SURV:Boole déclenchement sécu 28;-;Real;0;0;0;0;0;0;0;A;3;Common;3461
LIBR3462;SECU_029;SURV:Boole déclenchement sécu 29;-;Real;0;0;0;0;0;0;0;A;3;Common;3462
LIBR3463;SECU_030;SURV:Boole déclenchement sécu 30;-;Real;0;0;0;0;0;0;0;A;3;Common;3463
LIBR3464;SECU_031;SURV:Boole déclenchement sécu 31;-;Real;0;0;0;0;0;0;0;A;3;Common;3464
LIBR3465;SECU_032;SURV:Boole déclenchement sécu 32;-;Real;0;0;0;0;0;0;0;A;3;Common;3465
LIBR3466;SECU_033;SURV:Boole déclenchement sécu 33;-;Real;0;0;0;0;0;0;0;A;3;Common;3466
LIBR3467;SECU_034;SURV:Boole déclenchement sécu 34;-;Real;0;0;0;0;0;0;0;A;3;Common;3467
LIBR3468;SECU_035;SURV:Boole déclenchement sécu 35;-;Real;0;0;0;0;0;0;0;A;3;Common;3468
LIBR3469;SECU_036;SURV:Boole déclenchement sécu 36;-;Real;0;0;0;0;0;0;0;A;3;Common;3469
LIBR3470;SECU_037;SURV:Boole déclenchement sécu 37;-;Real;0;0;0;0;0;0;0;A;3;Common;3470
LIBR3471;SECU_038;SURV:Boole déclenchement sécu 38;-;Real;0;0;0;0;0;0;0;A;3;Common;3471
LIBR3472;SECU_039;SURV:Boole déclenchement sécu 39;-;Real;0;0;0;0;0;0;0;A;3;Common;3472
TFMS_active;TFMSACT;TFMS active;-;Real;2;0;0;0;0;0;0;A;3;Common;3473
PAL_active;PALACT;Palette active;-;Real;2;0;0;0;0;0;0;A;3;Common;3474
TFMSSYNC;TFMSSYNC;TFMS Synchronisation;-;Real;2;0;0;0;0;0;0;A;3;Common;3475
PTCCSYNC;PTCCSYNC;PTCC Synchronisation;-;Real;2;0;0;0;0;0;0;A;3;Common;3476
A;A;FDV: Coefficient A;-;Real;4;0;0;0;0;0;0;A;3;Common;3477
STA_AIR1;STA_AIR1;PID: Retour d'état PID AIR1;-;Real;0;0;0;0;0;0;0;A;3;Common;3478
STA_AIR3;STA_AIR3;PID: Retour d'état PID AIR3;-;Real;0;0;0;0;0;0;0;A;3;Common;3479
STA_AIR2;STA_AIR2;PID: Retour d'état PID AIR2;-;Real;0;0;0;0;0;0;0;A;3;Common;3480
STA_EAUA;STA_EAUA;PID: Retour d'état PID EAUA;-;Real;0;0;0;0;0;0;0;A;3;Common;3481
STA_HUI2;STA_HUI2;PID: Retour d'état PID HUIL2;-;Real;0;0;0;0;0;0;0;A;3;Common;3482
STA_HUI1;STA_HUI1;PID: Retour d'état PID HUIL1;-;Real;0;0;0;0;0;0;0;A;3;Common;3483
STA_QEAU;STA_QEAU;PID: Retour d'état PID QEAU;-;Real;0;0;0;0;0;0;0;A;3;Common;3484
AEPO1;STA_EAUS;PID: Retour d'état PID EAUS;-;Real;0;0;0;0;0;0;0;A;3;Common;3485
AEPR1;SECU_040;SURV:Boole déclenchement sécu 40;-;Real;0;0;0;0;0;0;0;A;3;Common;3486
ALTERN;ALTERN;SRB: Choix charge alternateur;-;Real;0;0;0;0;0;0;0;A;3;Common;3487
ANALYCON;SECU_041;SURV:Boole déclenchement sécu 41;0/1;Real;0;0;0;0;0;0;0;A;3;Common;3488
EBH3_MOP;EBH3_MOP;EBH03: Mode opératoire baie 3;-;Real;0;0;0;0;0;0;0;A;3;Common;3489
B;B;FDV: Coefficient B;-;Real;4;0;0;0;0;0;0;A;3;Common;3490
BAGOPT;BAGOPT;DYN: Choix prélèvement sacs;0/1;Real;0;0;0;0;0;0;0;A;3;Common;3491
BALAY;BALAY;FDV: Balayage (P_COL-P_AVT);mbar;Real;2;0;0;0;0;0;0;A;3;Common;3492
CMP_EGR;SECU_042;SURV:Boole déclenchement sécu 42;-;Real;0;0;0;0;0;0;0;A;3;Common;3493
BOUCLE;BOUCLE;DYN: Nb de cycles demandés;-;Real;0;0;0;0;0;0;0;A;3;Common;3494
C;C;FDV: Coefficient C;-;Real;4;0;0;0;0;0;0;A;3;Common;3495
C_CRG;C_CRG;FDV: Couple corrigé;Nm;Real;1;0;0;0;0;0;0;A;3;Common;3496
C2AFE;SECU_043;SURV:Boole déclenchement sécu 43;-;Real;0;0;0;0;0;0;0;A;3;Common;3497
C2AFT;SECU_044;SURV:Boole déclenchement sécu 44;-;Real;0;0;0;0;0;0;0;A;3;Common;3498
C2GKH;C2GKH;FDV: Emission CO2 en g/kWh;g/kW.h;Real;1;0;0;0;0;0;0;A;3;Common;3499
C2MGS;C2MGS;FDV: Débit massique CO2 Baie 1;mg/s;Real;1;0;0;0;0;0;0;A;3;Common;3500
STA_WT;STA_WT;PID: Retour d'état PID WTunnel;-;Real;0;0;0;0;0;0;0;A;3;Common;3501
SIMUFAP1;SIMUFAP1;CPE: Simulation charge FAP N°1;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3502
SIMUFAP2;SIMUFAP2;CPE: Simulation charge FAP N°2;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3503
CAMSTAB;CAMSTAB;CAMEO:Flag régulation impossible;0/1;Real;0;0;0;0;0;0;0;A;3;Common;3504
SIMUFAP3;SIMUFAP3;CPE: Simulation charge FAP N°3;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3505
SIMUFAP4;SIMUFAP4;CPE: Simulation charge FAP N°4;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3506
SIMUFAP5;SIMUFAP5;CPE: Simulation charge FAP N°5;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3507
SIMUFAP6;SIMUFAP6;CPE: Simulation charge FAP N°6;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3508
SIMUFAP;SIMUFAP;CPE: Simulation charge FAP brut;mbar;Real;0;0;0;0;0;0;0;A;3;Common;3509
LIBR3510;SECU_045;SURV:Boole déclenchement sécu 45;-;Real;0;0;0;0;0;0;0;A;3;Common;3510
LIBR3511;SECU_046;SURV:Boole déclenchement sécu 46;-;Real;0;0;0;0;0;0;0;A;3;Common;3511
CMP_ADM;CMP_ADM;SURV: Compteur défaut T_ADM;-;Real;0;0;0;0;0;0;0;A;3;Common;3512
CMP_BAI;CMP_BAI;SURV: Compteur défaut BAIE;-;Real;0;0;0;0;0;0;0;A;3;Common;3513
CMP_CAR;CMP_CAR;SURV: Compteur défaut TECAR;-;Real;0;0;0;0;0;0;0;A;3;Common;3514
CMP_CM;CMP_CM;SURV: Compteur défaut INCA;-;Real;0;0;0;0;0;0;0;A;3;Common;3515
CMP_COMP;CMP_COMP;SURV: Compteur défaut COMPA;-;Real;0;0;0;0;0;0;0;A;3;Common;3516
CMP_EAU;CMP_EAU;SURV: Compteur défaut T_SE;-;Real;0;0;0;0;0;0;0;A;3;Common;3517
CMP_FUM;CMP_FUM;SURV: Compteur défaut FUMBO;-;Real;0;0;0;0;0;0;0;A;3;Common;3518
CMP_HLE;CMP_HLE;SURV: Compteur défaut T_HLE;-;Real;0;0;0;0;0;0;0;A;3;Common;3519
CMP_HSC;CMP_HSC;SURV: Compteur défaut HSC;-;Real;0;0;0;0;0;0;0;A;3;Common;3520
CMP_HYG;CMP_HYG;SURV: Compteur défaut HYGRO;-;Real;0;0;0;0;0;0;0;A;3;Common;3521
CMP_IND;CMP_IND;SURV: Compteur défaut P_CYL;-;Real;0;0;0;0;0;0;0;A;3;Common;3522
LIBR3523;REAL_CUB;FDV: Real cubic capacity;dm3;Real;3;0;0;0;0;0;0;A;3;Common;3523
LIBR3524;REAL_CYL;FDV: Real number cylinders;-;Real;0;0;0;0;0;0;0;A;3;Common;3524
CO_BAP1;CO_BAP1;CVS: CO sac air phase 1;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3525
CO_BAP2;CO_BAP2;CVS: CO sac air phase 2;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3526
CO_BAP3;CO_BAP3;CVS: CO sac air phase 3;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3527
TIMECPE;TIMECPE;CPE: Compteur entre 2 impulsions;s;Real;0;0;0;0;0;0;0;A;3;Common;3528
CO_BEP1;CO_BEP1;CVS: CO sac gaz phase 1;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3529
CO_BEP2;CO_BEP2;CVS: CO sac gaz phase 2;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3530
CO_BEP3;CO_BEP3;CVS: CO sac gaz phase 3;ppm;Real;3;0;0;0;0;0;0;A;3;Common;3531
Q_ECH_CM;Q_ECH_CM;CPE:Débit vol. échappement by CM;m3/h;Real;0;0;0;0;0;0;0;A;3;Common;3532
LIBR3533;CMP_COU;SURV:Compteur déf. C_BRT neg;-;Real;0;0;0;0;0;0;0;A;3;Common;3533
CO2_BAP1;CO2_BAP1;CVS: CO2 sac air phase 1;%;Real;3;0;0;0;0;0;0;A;3;Common;3534
CO2_BAP2;CO2_BAP2;CVS: CO2 sac air phase 2;%;Real;3;0;0;0;0;0;0;A;3;Common;3535
CO2_BAP3;CO2_BAP3;CVS: CO2 sac air phase 3;%;Real;3;0;0;0;0;0;0;A;3;Common;3536
LIBR3537;CMP_LIB1;SURV: Compteur défaut Libre 1;-;Real;0;0;0;0;0;0;0;A;3;Common;3537
